id,series_id,year,period,value,footnote_codes,original_file
1123,CEU3133299034,2016,M13,98.4,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1124,CEU3133299035,2016,M13,134.8,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1125,CEU3133299081,2016,M13,5475,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1126,CEU3133299082,2016,M13,112627,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1127,CEU3133299083,2016,M13,521,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1128,CEU3133300007,2016,M13,42.1,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1129,CEU3133300008,2016,M13,21.81,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1130,CEU3133300009,2016,M13,3.9,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1131,CEU3133300030,2016,M13,918.15,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1132,CEU3133300031,2016,M13,392.24,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1133,CEU3133300032,2016,M13,9.32,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1134,CEU3133300033,2016,M13,20.83,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1135,CEU3133300034,2016,M13,90.9,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1136,CEU3133300035,2016,M13,124.5,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1137,CEU3133300081,2016,M13,28991,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1138,CEU3133300082,2016,M13,632175,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1139,CEU3133300083,2016,M13,2719,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1140,CEU3133310007,2016,M13,41.3,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1141,CEU3133310008,2016,M13,20.45,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1142,CEU3133310009,2016,M13,3.8,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1143,CEU3133310030,2016,M13,844.59,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1144,CEU3133310031,2016,M13,360.82,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1145,CEU3133310032,2016,M13,8.74,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1146,CEU3133310033,2016,M13,19.55,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1147,CEU3133310034,2016,M13,104.4,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1148,CEU3133310035,2016,M13,147.2,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1149,CEU3133310081,2016,M13,5668,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1150,CEU3133310082,2016,M13,115927,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1151,CEU3133310083,2016,M13,523,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1152,CEU3133311107,2016,M13,40.2,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1153,CEU3133311108,2016,M13,20.64,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1154,CEU3133311109,2016,M13,2.7,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1155,CEU3133311130,2016,M13,829.1,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1156,CEU3133311131,2016,M13,354.2,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1157,CEU3133311132,2016,M13,8.82,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1158,CEU3133311133,2016,M13,19.97,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1159,CEU3133311134,2016,M13,89,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1160,CEU3133311135,2016,M13,124,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1161,CEU3133311181,2016,M13,1435,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1162,CEU3133311182,2016,M13,29620,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1163,CEU3133311183,2016,M13,97,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1164,CEU3133320007,2016,M13,43,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1165,CEU3133320008,2016,M13,23.11,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1166,CEU3133320009,2016,M13,4.5,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1167,CEU3133320030,2016,M13,994.43,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1168,CEU3133320031,2016,M13,424.83,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1169,CEU3133320032,2016,M13,9.87,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1170,CEU3133320033,2016,M13,21.95,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1171,CEU3133320034,2016,M13,92.6,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1172,CEU3133320035,2016,M13,130.9,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1173,CEU3133320081,2016,M13,2717,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1174,CEU3133320082,2016,M13,62790,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1175,CEU3133320083,2016,M13,287,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1176,CEU3133330007,2016,M13,40.3,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1177,CEU3133330008,2016,M13,27.11,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1178,CEU3133330030,2016,M13,1092.56,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1179,CEU3133330031,2016,M13,466.75,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1180,CEU3133330032,2016,M13,11.58,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1181,CEU3133330034,2016,M13,74.1,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1182,CEU3133330035,2016,M13,114.9,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1183,CEU3133330081,2016,M13,2275,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1184,CEU3133330082,2016,M13,61657,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1185,CEU3133340007,2016,M13,43,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1186,CEU3133340008,2016,M13,18.53,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1187,CEU3133340009,2016,M13,3.8,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1188,CEU3133340030,2016,M13,797.25,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1189,CEU3133340031,2016,M13,340.59,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1190,CEU3133340032,2016,M13,7.92,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1191,CEU3133340033,2016,M13,17.76,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1192,CEU3133340034,2016,M13,85.2,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1193,CEU3133340035,2016,M13,115.1,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1194,CEU3133340081,2016,M13,4001,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1195,CEU3133340082,2016,M13,74157,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1196,CEU3133340083,2016,M13,350,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1197,CEU3133350007,2016,M13,42.4,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1198,CEU3133350008,2016,M13,22.48,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1199,CEU3133350009,2016,M13,4.7,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1200,CEU3133350030,2016,M13,952.89,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1201,CEU3133350031,2016,M13,407.09,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1202,CEU3133350032,2016,M13,9.6,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1203,CEU3133350033,2016,M13,21.3,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1204,CEU3133350034,2016,M13,85.5,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1205,CEU3133350035,2016,M13,110.5,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1206,CEU3133350081,2016,M13,5276,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1207,CEU3133350082,2016,M13,118627,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1208,CEU3133350083,2016,M13,586,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1209,CEU3133351407,2016,M13,43.6,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1210,CEU3133351408,2016,M13,23.4,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1211,CEU3133351409,2016,M13,5.2,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1212,CEU3133351430,2016,M13,1020.01,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1213,CEU3133351431,2016,M13,435.76,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1214,CEU3133351432,2016,M13,10,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1215,CEU3133351433,2016,M13,22.09,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1216,CEU3133351434,2016,M13,77.9,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1217,CEU3133351435,2016,M13,103.6,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1218,CEU3133351481,2016,M13,2003,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1219,CEU3133351482,2016,M13,46869,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1220,CEU3133351483,2016,M13,237,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1221,CEU3133360007,2016,M13,42.4,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1222,CEU3133360008,2016,M13,22.59,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1223,CEU3133360009,2016,M13,4.4,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1224,CEU3133360030,2016,M13,956.81,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1225,CEU3133360031,2016,M13,408.76,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1226,CEU3133360032,2016,M13,9.65,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1227,CEU3133360033,2016,M13,21.48,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1228,CEU3133360034,2016,M13,80.6,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1229,CEU3133360035,2016,M13,101.9,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1230,CEU3133360081,2016,M13,2249,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1231,CEU3133360082,2016,M13,50799,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1232,CEU3133360083,2016,M13,233,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1233,CEU3133390007,2016,M13,42.3,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1234,CEU3133390008,2016,M13,21.78,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1235,CEU3133390030,2016,M13,920.16,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1236,CEU3133390031,2016,M13,393.1,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1237,CEU3133390032,2016,M13,9.3,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1238,CEU3133390034,2016,M13,100.1,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1239,CEU3133390035,2016,M13,140,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1240,CEU3133390081,2016,M13,6807,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1241,CEU3133390082,2016,M13,148239,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1242,CEU3133400007,2016,M13,41.2,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1243,CEU3133400008,2016,M13,24.27,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1244,CEU3133400009,2016,M13,3.3,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1245,CEU3133400030,2016,M13,999.76,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1246,CEU3133400031,2016,M13,427.11,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1247,CEU3133400032,2016,M13,10.37,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1248,CEU3133400033,2016,M13,23.33,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1249,CEU3133400034,2016,M13,83.1,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1250,CEU3133400035,2016,M13,124.5,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1251,CEU3133400081,2016,M13,24527,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1252,CEU3133400082,2016,M13,595307,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1253,CEU3133400083,2016,M13,1980,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1254,CEU3133420007,2016,M13,40.2,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1255,CEU3133420008,2016,M13,20.01,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1256,CEU3133420030,2016,M13,803.37,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1257,CEU3133420031,2016,M13,343.21,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1258,CEU3133420032,2016,M13,8.55,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1259,CEU3133420034,2016,M13,57.4,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1260,CEU3133420035,2016,M13,73.2,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1261,CEU3133420081,2016,M13,1723,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1262,CEU3133420082,2016,M13,34471,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1263,CEU3133440007,2016,M13,41.5,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1264,CEU3133440008,2016,M13,21.43,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1265,CEU3133440009,2016,M13,3.7,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1266,CEU3133440030,2016,M13,889.25,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1267,CEU3133440031,2016,M13,379.9,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1268,CEU3133440032,2016,M13,9.16,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1269,CEU3133440033,2016,M13,20.52,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1270,CEU3133440034,2016,M13,73.1,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1271,CEU3133440035,2016,M13,102.2,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1272,CEU3133440081,2016,M13,8854,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1273,CEU3133440082,2016,M13,189758,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1274,CEU3133440083,2016,M13,784,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1275,CEU3133441307,2016,M13,40.6,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1276,CEU3133441308,2016,M13,31.54,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1277,CEU3133441309,2016,M13,3.5,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1278,CEU3133441330,2016,M13,1280.28,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1279,CEU3133441331,2016,M13,546.95,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1280,CEU3133441332,2016,M13,13.47,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1281,CEU3133441333,2016,M13,30.25,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1282,CEU3133441334,2016,M13,75.5,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1283,CEU3133441335,2016,M13,125,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1284,CEU3133441381,2016,M13,3601,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1285,CEU3133441382,2016,M13,113582,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1286,CEU3133441383,2016,M13,308,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1287,CEU3133441907,2016,M13,40.7,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1288,CEU3133441908,2016,M13,18.17,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1289,CEU3133441909,2016,M13,3.8,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1290,CEU3133441930,2016,M13,739.39,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1291,CEU3133441931,2016,M13,315.88,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1292,CEU3133441932,2016,M13,7.76,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1293,CEU3133441933,2016,M13,17.36,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1294,CEU3133441934,2016,M13,69.7,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1295,CEU3133441935,2016,M13,95.7,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1296,CEU3133441981,2016,M13,2485,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1297,CEU3133441982,2016,M13,45158,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1298,CEU3133441983,2016,M13,233,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1299,CEU3133450007,2016,M13,41.4,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1300,CEU3133450008,2016,M13,28.21,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1301,CEU3133450009,2016,M13,2.9,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1302,CEU3133450030,2016,M13,1167.54,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1303,CEU3133450031,2016,M13,498.79,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1304,CEU3133450032,2016,M13,12.05,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1305,CEU3133450033,2016,M13,27.24,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1306,CEU3133450034,2016,M13,125.5,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1307,CEU3133450035,2016,M13,212.9,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1308,CEU3133450081,2016,M13,9699,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1309,CEU3133450082,2016,M13,273652,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1310,CEU3133450083,2016,M13,691,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1311,CEU3133500007,2016,M13,42.9,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1312,CEU3133500008,2016,M13,19.29,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1313,CEU3133500009,2016,M13,4.3,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1314,CEU3133500030,2016,M13,827.24,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1315,CEU3133500031,2016,M13,353.41,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1316,CEU3133500032,2016,M13,8.24,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1317,CEU3133500033,2016,M13,18.37,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1318,CEU3133500034,2016,M13,78.7,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1319,CEU3133500035,2016,M13,108.7,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1320,CEU3133500081,2016,M13,11109,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1321,CEU3133500082,2016,M13,214261,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1322,CEU3133500083,2016,M13,1111,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1323,CEU3133530007,2016,M13,43.6,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1324,CEU3133530008,2016,M13,19.71,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1325,CEU3133530009,2016,M13,4.4,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1326,CEU3133530030,2016,M13,859.39,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1327,CEU3133530031,2016,M13,367.14,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
1328,CEU3133530032,2016,M13,8.42,NULL,ce.data.31c.ManufacturingDurableGoods.ProductionEmployeeHoursAndEarnings.csv
